county,population
"Knox,OH",63183
"Lake,OH",231842
"Lawrence,OH",56653
"Licking,OH",181359
"Logan,OH",46040
"Lorain,OH",316268
"Lucas,OH",426643
"Madison,OH",43540
"Mahoning,OH",225636
"Marion,OH",64642
"Medina,OH",183512
"Meigs,OH",21969
"Mercer,OH",42348
"Miami,OH",110247
"Monroe,OH",13234
"Montgomery,OH",533892
"Morgan,OH",13668
"Morrow,OH",35339
"Muskingum,OH",86113
"Noble,OH",14335
"Ottawa,OH",39978
"Paulding,OH",18757
"Perry,OH",35480
"Pickaway,OH",60023
"Pike,OH",27005
"Portage,OH",161745
"Preble,OH",40596
"Putnam,OH",34334
"Richland,OH",125319
"Ross,OH",76606
"Sandusky,OH",58667
"Scioto,OH",72194
"Seneca,OH",54632
"Shelby,OH",47671
"Stark,OH",372657
"Summit,OH",535882
"Trumbull,OH",200643
"Tuscarawas,OH",91937
"Union,OH",66898
"Van Wert,OH",28769
"Vinton,OH",12565
"Warren,OH",249778
"Washington,OH",58901
"Wayne,OH",116559
"Williams,OH",36652
"Wood,OH",131592
"Wyandot,OH",21567
"Adair,OK",19576
"Alfalfa,OK",5637
"Atoka,OK",14262
"Beaver,OK",5016
"Beckham,OK",22009
"Blaine,OK",8409
"Bryan,OK",48182
"Caddo,OK",26198
"Canadian,OK",169149
"Carter,OK",48510
"Cherokee,OK",48098
"Choctaw,OK",14358
"Cimarron,OK",2252
"Cleveland,OK",299587
"Coal,OK",5313
"Comanche,OK",123046
"Cotton,OK",5477
"Craig,OK",14123
"Creek,OK",72699
"Custer,OK",27886
"Delaware,OK",41413
"Dewey,OK",4401
"Ellis,OK",3657
"Garfield,OK",61920
"Garvin,OK",25713
"Grady,OK",56658
"Grant,OK",4124
"Greer,OK",5547
"Harmon,OK",2428
"Harper,OK",3129
"Haskell,OK",11641
"Hughes,OK",13407
"Jackson,OK",24556
"Jefferson,OK",5389
"Johnston,OK",10406
"Kay,OK",43668
"Kingfisher,OK",15293
"Kiowa,OK",8345
"Latimer,OK",9630
"Le Flore,OK",48907
"Lincoln,OK",34188
"Logan,OK",51933
"Love,OK",10218
"McClain,OK",45306
"McCurtain,OK",30931
"McIntosh,OK",19451
"Major,OK",7502
"Marshall,OK",15882
"Mayes,OK",39589
"Murray,OK",13672
"Muskogee,OK",66354
"Noble,OK",10896
"Nowata,OK",9483
"Okfuskee,OK",11134
"Oklahoma,OK",802559
"Okmulgee,OK",36990
"Osage,OK",45839
"Ottawa,OK",30338
"Pawnee,OK",15757
"Payne,OK",82794
"Pittsburg,OK",43613
"Pontotoc,OK",38141
"Pottawatomie,OK",73533
"Pushmataha,OK",10769
"Roger Mills,OK",3320
"Rogers,OK",98836
"Seminole,OK",23351
"Sequoyah,OK",39667
"Stephens,OK",43710
"Texas,OK",20495
"Tillman,OK",6977
"Tulsa,OK",677358
"Wagoner,OK",86644
"Washington,OK",53242
"Washita,OK",10732
"Woods,OK",8587
"Woodward,OK",19990
"Baker,OR",16938
"Benton,OR",97630
"Clackamas,OR",423177
"Clatsop,OR",41695
"Columbia,OR",53588
"Coos,OR",64990
"Crook,OR",26375
"Curry,OR",23598
"Deschutes,OR",206549
"Douglas,OR",112297
"Gilliam,OR",2018
"Grant,OR",7218
"Harney,OR",7515
"Hood River,OR",24048
"Jackson,OR",221644
"Jefferson,OR",25330
"Josephine,OR",87730
"Klamath,OR",70212
"Lake,OR",8385
"Lane,OR",382353
"Lincoln,OR",50813
"Linn,OR",130467
"Malheur,OR",31879
"Marion,OR",346703
"Morrow,OR",12300
"Multnomah,OR",795083
"Polk,OR",89614
"Sherman,OR",1955
"Tillamook,OR",27574
"Umatilla,OR",80215
"Union,OR",26177
"Wallowa,OR",7659
"Wasco,OR",26561
"Washington,OR",600176
"Wheeler,OR",1445
"Yamhill,OR",108226
"Adams,PA",106027
"Allegheny,PA",1233253
"Armstrong,PA",64747
"Beaver,PA",165677
"Bedford,PA",47418
"Berks,PA",430449
"Blair,PA",121032
"Bradford,PA",59866
"Bucks,PA",645054
"Butler,PA",197300
"Cambria,PA",131441
"Cameron,PA",4418
"Carbon,PA",65460
"Centre,PA",158425
"Chester,PA",545823
"Clarion,PA",37346
"Clearfield,PA",77904
"Clinton,PA",37931
"Columbia,PA",64926
"Crawford,PA",82670
"Cumberland,PA",268579
"Dauphin,PA",288800
"Delaware,PA",575182
"Elk,PA",30477
"Erie,PA",267689
"Fayette,PA",125755
"Forest,PA",6626
"Franklin,PA",156902
"Fulton,PA",14533
"Greene,PA",34663
"Huntingdon,PA",43281
"Indiana,PA",82957
"Jefferson,PA",43794
"Juniata,PA",23339
"Lackawanna,PA",215615
"Lancaster,PA",556629
"Lawrence,PA",84849
"Lebanon,PA",144011
"Lehigh,PA",376317
"Luzerne,PA",326369
"Lycoming,PA",113104
"McKean,PA",39866
"Mercer,PA",109220
"Mifflin,PA",45988
"Monroe,PA",167198
"Montgomery,PA",864683
"Montour,PA",18091
"Northampton,PA",318526
"Northumberland,PA",90133
"Perry,PA",46114
"Philadelphia,PA",1567258
"Pike,PA",60558
"Potter,PA",16220
"Schuylkill,PA",143104
"Snyder,PA",39652
"Somerset,PA",72710
"Sullivan,PA",5855
"Susquehanna,PA",38074
"Tioga,PA",41106
"Union,PA",42744
"Venango,PA",49777
"Warren,PA",37808
"Washington,PA",210383
"Wayne,PA",51173
"Westmoreland,PA",352057
"Wyoming,PA",26014
"York,PA",461058
"Bristol,RI",50360
"Kent,RI",171275
"Newport,RI",84481
"Providence,RI",657288
"Washington,RI",130330
"Abbeville,SC",24356
"Aiken,SC",174150
"Allendale,SC",7579
"Anderson,SC",209581
"Bamberg,SC",12908
"Barnwell,SC",20414
"Beaufort,SC",196371
"Berkeley,SC",245117
"Calhoun,SC",14179
"Charleston,SC",419279
"Cherokee,SC",56121
"Chester,SC",31931
"Chesterfield,SC",43683
"Clarendon,SC",30913
"Colleton,SC",38599
"Darlington,SC",62398
"Dillon,SC",27738
"Dorchester,SC",166133
"Edgefield,SC",26932
"Fairfield,SC",20455
"Florence,SC",136721
"Georgetown,SC",64722
"Greenville,SC",547950
"Greenwood,SC",69267
"Hampton,SC",18113
"Horry,SC",383101
"Jasper,SC",32039
"Kershaw,SC",67751
"Lancaster,SC",104577
"Laurens,SC",67965
"Lee,SC",16153
"Lexington,SC",304797
"McCormick,SC",9764
"Marion,SC",28450
"Marlboro,SC",26039
"Newberry,SC",38247
"Oconee,SC",80180
"Orangeburg,SC",83094
"Pickens,SC",133462
"Richland,SC",421566
"Saluda,SC",18938
"Spartanburg,SC",345831
"Sumter,SC",104012
"Union,SC",26752
"Williamsburg,SC",30058
"York,SC",294248
"Aurora,SD",2755
"Beadle,SD",19376
"Bennett,SD",3336
"Bon Homme,SD",7062
"Brookings,SD",35484
"Brown,SD",37972
"Brule,SD",5321
"Buffalo,SD",1861
"Butte,SD",10774
"Campbell,SD",1349
"Charles Mix,SD",9213
"Clark,SD",3912
"Clay,SD",15280
"Codington,SD",28721
"Corson,SD",3826
"Custer,SD",9006
"Davison,SD",19973
"Day,SD",5479
"Deuel,SD",4352
"Dewey,SD",5140
"Douglas,SD",2776
"Edmunds,SD",4065
"Fall River,SD",7370
"Faulk,SD",2126
"Grant,SD",7463
"Gregory,SD",3962
"Haakon,SD",1826
"Hamlin,SD",6352
"Hand,SD",3140
"Hanson,SD",3461
"Harding,SD",1330
"Hughes,SD",17692
"Hutchinson,SD",7368
"Hyde,SD",1184
"Jackson,SD",2821
"Jerauld,SD",1650
"Jones,SD",884
"Kingsbury,SD",5294
"Lake,SD",10972
"Lawrence,SD",27214
"Lincoln,SD",70987
"Lyman,SD",3692
"McCook,SD",5778
"McPherson,SD",2395
"Marshall,SD",4374
"Meade,SD",30698
"Mellette,SD",1892
"Miner,SD",2304
"Minnehaha,SD",203971
"Moody,SD",6349
"Oglala Lakota,SD",13519
"Pennington,SD",114461
"Perkins,SD",2804
"Potter,SD",2438
"Roberts,SD",10163
"Sanborn,SD",2415
"Spink,SD",6235
"Stanley,SD",2999
"Sully,SD",1471
"Todd,SD",9220
"Tripp,SD",5565
"Turner,SD",8856
"Union,SD",17063
"Walworth,SD",5265
"Yankton,SD",23373
"Ziebach,SD",2395
"Anderson,TN",78913
"Bedford,TN",51950
"Benton,TN",16002
"Bledsoe,TN",14798
"Blount,TN",139958
"Bradley,TN",110616
"Campbell,TN",39584
"Cannon,TN",14788
"Carroll,TN",28458
"Carter,TN",56410
"Cheatham,TN",41830
"Chester,TN",17609
"Claiborne,TN",32431
"Clay,TN",7620
"Cocke,TN",36879
"Coffee,TN",59728
"Crockett,TN",13888
"Cumberland,TN",63522
"Davidson,TN",708144
"Decatur,TN",11564
"DeKalb,TN",21003
"Dickson,TN",55761
"Dyer,TN",36410
"Fayette,TN",43630
"Fentress,TN",19332
"Franklin,TN",43942
"Gibson,TN",50837
"Giles,TN",30554
"Grainger,TN",24277
"Greene,TN",71405
"Grundy,TN",13783
"Hamblen,TN",65168
"Hamilton,TN",374682
"Hancock,TN",6845
"Hardeman,TN",25529
"Hardin,TN",27077
"Hawkins,TN",58043
"Haywood,TN",17550
"Henderson,TN",27929
"Henry,TN",32379
"Hickman,TN",25455
"Houston,TN",8219
"Humphreys,TN",19106
"Jackson,TN",11989
"Jefferson,TN",56727
"Johnson,TN",18086
"Knox,TN",494574
"Lake,TN",6507
"Lauderdale,TN",24793
"Lawrence,TN",45415
"Lewis,TN",12957
"Lincoln,TN",36004
"Loudon,TN",58181
"McMinn,TN",54719
"McNairy,TN",25988
"Macon,TN",26229
"Madison,TN",99245
"Marion,TN",29094
"Marshall,TN",35878
"Maury,TN",108159
"Meigs,TN",13272
"Monroe,TN",47740
"Montgomery,TN",235201
"Moore,TN",6742
"Morgan,TN",21224
"Obion,TN",30394
"Overton,TN",23044
"Perry,TN",8685
"Pickett,TN",5107
"Polk,TN",17863
"Putnam,TN",82382
"Rhea,TN",33730
"Roane,TN",55082
"Robertson,TN",75470
"Rutherford,TN",360619
"Scott,TN",22035
"Sequatchie,TN",16909
"Sevier,TN",98789
"Shelby,TN",916371
"Smith,TN",20489
"Stewart,TN",14035
"Sullivan,TN",160820
"Sumner,TN",203858
"Tipton,TN",61656
"Trousdale,TN",12111
"Unicoi,TN",17674
"Union,TN",20452
"Van Buren,TN",6429
"Warren,TN",42026
"Washington,TN",136172
"Wayne,TN",16308
"Weakley,TN",33063
"White,TN",28064
"Williamson,TN",260815
"Wilson,TN",158555
"Anderson,TX",58064
"Andrews,TX",18334
"Angelina,TX",87101
"Aransas,TX",24944
"Archer,TX",8835
"Armstrong,TX",1850
"Atascosa,TX",50864
"Austin,TX",31097
"Bailey,TX",6779
"Bandera,TX",22115
"Bastrop,TX",106188
"Baylor,TX",3466
"Bee,TX",30394
"Bell,TX",388386
"Bexar,TX",2059530
"Blanco,TX",12418
"Borden,TX",585
"Bosque,TX",18697
"Bowie,TX",92035
"Brazoria,TX",388181
"Brazos,TX",242014
"Brewster,TX",9343
"Briscoe,TX",1431
"Brooks,TX",6906
"Brown,TX",38373
"Burleson,TX",18657
"Burnet,TX",52502
"Caldwell,TX",47848
"Calhoun,TX",19706
"Callahan,TX",14210
"Cameron,TX",425208
"Camp,TX",12716
"Carson,TX",5784
"Cass,TX",28539
"Castro,TX",7298
"Chambers,TX",51288
"Cherokee,TX",51645
"Childress,TX",6809
"Clay,TX",10486
"Cochran,TX",2526
"Coke,TX",3333
"Coleman,TX",7850
"Collin,TX",1158696
"Collingsworth,TX",2568
"Colorado,TX",20754
"Comal,TX",184642
"Comanche,TX",13878
"Concho,TX",3340
"Cooke,TX",43050
"Coryell,TX",85057
"Cottle,TX",1307
"Crane,TX",4546
"Crockett,TX",2943
"Crosby,TX",4998
"Culberson,TX",2155
"Dallam,TX",7241
"Dallas,TX",2600840
"Dawson,TX",12130
"Deaf Smith,TX",18377
"Delta,TX",5406
"Denton,TX",977281
"DeWitt,TX",19772
"Dickens,TX",1726
"Dimmit,TX",8387
"Donley,TX",3339
"Duval,TX",9888
"Eastland,TX",17944
"Ector,TX",160869
"Edwards,TX",1422
"Ellis,TX",212182
"El Paso,TX",868763
"Erath,TX",43895
"Falls,TX",17049
"Fannin,TX",37125
"Fayette,TX",24913
"Fisher,TX",3622
"Floyd,TX",5235
"Foard,TX",1057
"Fort Bend,TX",889146
"Franklin,TX",10618
"Freestone,TX",19950
"Frio,TX",17815
"Gaines,TX",22181
"Galveston,TX",357117
"Garza,TX",6262
"Gillespie,TX",27477
"Glasscock,TX",1164
"Goliad,TX",7131
"Gonzales,TX",19832
"Gray,TX",21015
"Grayson,TX",143131
"Gregg,TX",125443
"Grimes,TX",30754
"Guadalupe,TX",182760
"Hale,TX",31827
"Hall,TX",2810
"Hamilton,TX",8298
"Hansford,TX",5151
"Hardeman,TX",3516
"Hardin,TX",57811
"Harris,TX",4780913
"Harrison,TX",69955
"Hartley,TX",5208
"Haskell,TX",5403
"Hays,TX",269225
"Hemphill,TX",3217
"Henderson,TX",84511
"Hidalgo,TX",888367
"Hill,TX",37329
"Hockley,TX",21161
"Hood,TX",66373
"Hopkins,TX",37804
"Houston,TX",21950
"Howard,TX",33672
"Hudspeth,TX",3432
"Hunt,TX",108282
"Hutchinson,TX",20215
"Irion,TX",1530
"Jack,TX",8922
"Jackson,TX",15142
"Jasper,TX",32484
"Jeff Davis,TX",1903
"Jefferson,TX",250830
"Jim Hogg,TX",4763
"Jim Wells,TX",38826
"Johnson,TX",195506
"Jones,TX",19935
"Karnes,TX",14836
"Kaufman,TX",172366
"Kendall,TX",48973
"Kenedy,TX",358
"Kent,TX",740
"Kerr,TX",53741
"Kimble,TX",4422
"King,TX",233
"Kinney,TX",3128
"Kleberg,TX",30362
"Knox,TX",3273
"Lamar,TX",50484
"Lamb,TX",12724
"Lampasas,TX",22785
"La Salle,TX",6604
"Lavaca,TX",20589
"Lee,TX",17954
"Leon,TX",16209
"Liberty,TX",101992
"Limestone,TX",22253
"Lipscomb,TX",2854
"Live Oak,TX",11428
"Llano,TX",22540
"Loving,TX",51
"Lubbock,TX",317561
"Lynn,TX",5724
"McCulloch,TX",7497
"McLennan,TX",266836
"McMullen,TX",576
"Madison,TX",13661
"Marion,TX",9560
"Martin,TX",5217
"Mason,TX",3982
"Matagorda,TX",36125
"Maverick,TX",57843
"Medina,TX",53723
"Menard,TX",1968
"Midland,TX",171999
"Milam,TX",25628
"Mills,TX",4500
"Mitchell,TX",8943
"Montague,TX",21063
"Montgomery,TX",678490
"Moore,TX",20996
"Morris,TX",12083
"Motley,TX",1032
"Nacogdoches,TX",64862
"Navarro,TX",54636
"Newton,TX",12052
"Nolan,TX",14473
"Nueces,TX",351674
"Ochiltree,TX",9606
"Oldham,TX",1752
"Orange,TX",84934
"Palo Pinto,TX",29239
"Panola,TX",22677
"Parker,TX",165834
"Parmer,TX",9620
"Pecos,TX",14735
"Polk,TX",53255
"Potter,TX",115645
"Presidio,TX",5939
"Rains,TX",12823
"Randall,TX",146140
"Reagan,TX",3135
"Real,TX",2840
"Red River,TX",11542
"Reeves,TX",12905
"Refugio,TX",6632
"Roberts,TX",803
"Robertson,TX",17153
"Rockwall,TX",123208
"Runnels,TX",9859
"Rusk,TX",53333
"Sabine,TX",10048
"San Augustine,TX",7857
"San Jacinto,TX",28348
"San Patricio,TX",69954
"San Saba,TX",5824
"Schleicher,TX",2357
"Scurry,TX",16686
"Shackelford,TX",3186
"Shelby,TX",24008
"Sherman,TX",2799
"Smith,TX",241922
"Somervell,TX",9757
"Starr,TX",65728
"Stephens,TX",9390
"Sterling,TX",1417
"Stonewall,TX",1182
"Sutton,TX",3217
"Swisher,TX",6881
"Tarrant,TX",2154595
"Taylor,TX",145163
"Terrell,TX",693
"Terry,TX",11567
"Throckmorton,TX",1550
"Titus,TX",31208
"Tom Green,TX",118892
"Travis,TX",1326436
"Trinity,TX",13996
"Tyler,TX",20030
"Upshur,TX",42488
"Upton,TX",3152
"Uvalde,TX",24940
"Val Verde,TX",47606
"Van Zandt,TX",62859
"Victoria,TX",91065
"Walker,TX",78870
"Waller,TX",61894
"Ward,TX",10964
"Washington,TX",36159
"Webb,TX",267780
"Wharton,TX",41824
"Wheeler,TX",4807
"Wichita,TX",129978
"Wilbarger,TX",12491
"Willacy,TX",20143
"Williamson,TX",671418
"Wilson,TX",52735
"Winkler,TX",7306
"Wise,TX",74895
"Wood,TX",46857
"Yoakum,TX",7451
"Young,TX",17962
"Zapata,TX",13849
"Zavala,TX",9377
"Beaver,UT",7327
"Box Elder,UT",61498
"Cache,UT",140173
"Carbon,UT",20571
"Daggett,UT",1014
"Davis,UT",369948
"Duchesne,UT",20161
"Emery,UT",10099
"Garfield,UT",5281
"Grand,UT",9769
"Iron,UT",62429
"Juab,UT",12567
"Kane,UT",8227
"Millard,UT",13330
"Morgan,UT",12832
"Piute,UT",1487
"Rich,UT",2628
"Salt Lake,UT",1186257
"San Juan,UT",14359
"Sanpete,UT",29724
"Sevier,UT",22069
"Summit,UT",43036
"Tooele,UT",79934
"Uintah,UT",37141
"Utah,UT",702434
"Wasatch,UT",36619
"Washington,UT",197680
"Wayne,UT",2645
"Weber,UT",269561
"Addison,VT",37578
"Bennington,VT",37392
"Caledonia,VT",30579
"Chittenden,VT",169301
"Essex,VT",5994
"Franklin,VT",50731
"Grand Isle,VT",7489
"Lamoille,VT",26090
"Orange,VT",29846
"Orleans,VT",27666
"Rutland,VT",60366
"Washington,VT",60048
"Windham,VT",45842
"Windsor,VT",58142
"Accomack,VA",33191
"Albemarle,VA",114534
"Alleghany,VA",14835
"Amelia,VA",13455
"Amherst,VA",31589
"Appomattox,VA",16748
"Arlington,VA",234000
"Augusta,VA",78064
"Bath,VA",4049
"Bedford,VA",80848
"Bland,VA",6148
"Botetourt,VA",34135
"Brunswick,VA",15921
"Buchanan,VA",19352
"Buckingham,VA",16982
"Campbell,VA",55141
"Caroline,VA",31957
"Carroll,VA",29147
"Charles City,VA",6605
"Charlotte,VA",11475
"Chesterfield,VA",378408
"Clarke,VA",15266
"Craig,VA",4847
"Culpeper,VA",54381
"Cumberland,VA",9746
"Dickenson,VA",13725
"Dinwiddie,VA",28161
"Essex,VA",10630
"Fairfax,VA",1138331
"Fauquier,VA",74664
"Floyd,VA",15619
"Fluvanna,VA",28159
"Franklin,VA",55074
"Frederick,VA",95051
"Giles,VA",16453
"Gloucester,VA",39493
"Goochland,VA",26109
"Grayson,VA",15343
"Greene,VA",21107
"Greensville,VA",11226
"Halifax,VA",33644
"Hanover,VA",112938
"Henrico,VA",333962
"Henry,VA",49906
"Highland,VA",2301
"Isle of Wight,VA",40151
"James City,VA",81199
"King and Queen,VA",6718
"King George,VA",27856
"King William,VA",18492
"Lancaster,VA",10750
"Lee,VA",21982
"Loudoun,VA",432085
"Louisa,VA",40116
"Lunenburg,VA",12031
"Madison,VA",14000
"Mathews,VA",8490
"Mecklenburg,VA",30508
"Middlesex,VA",10943
"Montgomery,VA",98915
"Nelson,VA",14652
"New Kent,VA",24986
"Northampton,VA",11900
"Northumberland,VA",12302
"Nottoway,VA",15559
"Orange,VA",37991
"Page,VA",23750
"Patrick,VA",17643
"Pittsylvania,VA",59952
"Powhatan,VA",31489
"Prince Edward,VA",21927
"Prince George,VA",43134
"Prince William,VA",486943
"Pulaski,VA",33706
"Rappahannock,VA",7502
"Richmond,VA",9080
"Roanoke,VA",96914
"Rockbridge,VA",22593
"Rockingham,VA",85397
"Russell,VA",25448
"Scott,VA",21476
"Shenandoah,VA",44968
"Smyth,VA",29449
"Southampton,VA",17932
"Spotsylvania,VA",146688
"Stafford,VA",163380
"Surry,VA",6527
"Sussex,VA",10680
"Tazewell,VA",39821
"Warren,VA",41440
"Washington,VA",53958
"Westmoreland,VA",18712
"Wise,VA",35421
"Wythe,VA",28111
"York,VA",71341
"Alexandria city,VA",155525
"Bristol city,VA",16975
"Buena Vista city,VA",6591
"Charlottesville city,VA",45373
"Chesapeake city,VA",252488
"Colonial Heights city,VA",18294
"Covington city,VA",5679
"Danville city,VA",42229
"Emporia city,VA",5481
"Fairfax city,VA",24835
"Falls Church city,VA",14586
"Franklin city,VA",8247
"Fredericksburg city,VA",28757
"Galax city,VA",6730
"Hampton city,VA",138037
"Harrisonburg city,VA",51158
"Hopewell city,VA",22962
"Lexington city,VA",7457
"Lynchburg city,VA",79287
"Manassas city,VA",42642
"Manassas Park city,VA",16703
"Martinsville city,VA",13725
"Newport News city,VA",184306
"Norfolk city,VA",232995
"Norton city,VA",3609
"Petersburg city,VA",33394
"Poquoson city,VA",12582
"Portsmouth city,VA",97029
"Radford city,VA",16738
"Richmond city,VA",229395
"Roanoke city,VA",97847
"Salem city,VA",25523
"Staunton city,VA",25904
"Suffolk city,VA",98537
"Virginia Beach city,VA",455618
"Waynesboro city,VA",22808
"Williamsburg city,VA",15909
"Winchester city,VA",27936
"Adams,WA",20961
"Asotin,WA",22508
"Benton,WA",212791
"Chelan,WA",79926
"Clallam,WA",77805
"Clark,WA",516779
"Columbia,WA",4026
"Cowlitz,WA",111956
"Douglas,WA",44192
"Ferry,WA",7448
"Franklin,WA",98678
"Garfield,WA",2363
"Grant,WA",101311
"Grays Harbor,WA",77038
"Island,WA",86625
"Jefferson,WA",33589
"King,WA",2266789
"Kitsap,WA",277673
"Kittitas,WA",45189
"Klickitat,WA",23271
"Lewis,WA",85370
"Lincoln,WA",11601
"Mason,WA",68166
"Okanogan,WA",43127
"Pacific,WA",24113
"Pend Oreille,WA",14179
"Pierce,WA",927380
"San Juan,WA",18662
"Skagit,WA",131179
"Skamania,WA",12460
"Snohomish,WA",840079
"Spokane,WA",549690
"Stevens,WA",48229
"Thurston,WA",298758
"Wahkiakum,WA",4688
"Walla Walla,WA",61890
"Whatcom,WA",230677
"Whitman,WA",47619
"Yakima,WA",257001
"Barbour,WV",15414
"Berkeley,WV",129490
"Boone,WV",20968
"Braxton,WV",12185
"Brooke,WV",21733
"Cabell,WV",92730
"Calhoun,WV",6068
"Clay,WV",7814
"Doddridge,WV",7698
"Fayette,WV",39487
"Gilmer,WV",7325
"Grant,WV",10968
"Greenbrier,WV",32435
"Hampshire,WV",23468
"Hancock,WV",28172
"Hardy,WV",14192
"Harrison,WV",64915
"Jackson,WV",27716
"Jefferson,WV",58979
"Kanawha,WV",175515
"Lewis,WV",16767
"Lincoln,WV",19901
"Logan,WV",31316
"McDowell,WV",17850
"Marion,WV",55952
"Marshall,WV",29752
"Mason,WV",25000
"Mercer,WV",58700
"Mineral,WV",26855
"Mingo,WV",22573
"Monongalia,WV",106869
"Monroe,WV",12296
"Morgan,WV",17430
"Nicholas,WV",24335
"Ohio,WV",41447
"Pendleton,WV",6011
"Pleasants,WV",7586
"Pocahontas,WV",7819
"Preston,WV",34172
"Putnam,WV",57015
"Raleigh,WV",72882
"Randolph,WV",27600
"Ritchie,WV",8207
"Roane,WV",13834
"Summers,WV",11762
"Taylor,WV",16342
"Tucker,WV",6568
"Tyler,WV",8183
"Upshur,WV",23712
"Wayne,WV",37998
"Webster,WV",8167
"Wetzel,WV",14025
"Wirt,WV",5091
"Wood,WV",83340
"Wyoming,WV",20527
"Adams,WI",21226
"Ashland,WI",16039
"Barron,WI",46843
"Bayfield,WI",16608
"Brown,WI",270036
"Buffalo,WI",13391
"Burnett,WI",17036
"Calumet,WI",52718
"Chippewa,WI",66807
"Clark,WI",34691
"Columbia,WI",58193
"Crawford,WI",16007
"Dane,WI",568203
"Dodge,WI",88282
"Door,WI",30526
"Douglas,WI",44144
"Dunn,WI",45651
"Eau Claire,WI",106837
"Florence,WI",4688
"Fond du Lac,WI",103836
"Forest,WI",9381
"Grant,WI",51276
"Green,WI",36816
"Green Lake,WI",19220
"Iowa,WI",23865
"Iron,WI",6224
"Jackson,WI",20836
"Jefferson,WI",85784
"Juneau,WI",26866
"Kenosha,WI",167817
"Kewaunee,WI",20623
"La Crosse,WI",120294
"Lafayette,WI",16877
"Langlade,WI",19559
"Lincoln,WI",28376
"Manitowoc,WI",81172
"Marathon,WI",137958
"Marinette,WI",41988
"Marquette,WI",15779
"Menominee,WI",4197
"Milwaukee,WI",918661
"Monroe,WI",46109
"Oconto,WI",39633
"Oneida,WI",38212
"Outagamie,WI",192127
"Ozaukee,WI",93009
"Pepin,WI",7410
"Pierce,WI",42532
"Polk,WI",45709
"Portage,WI",70718
"Price,WI",14179
"Racine,WI",195846
"Richland,WI",17090
"Rock,WI",164060
"Rusk,WI",14186
"St Croix,WI",96017
"Sauk,WI",65777
"Sawyer,WI",18559
"Shawano,WI",40886
"Sheboygan,WI",117841
"Taylor,WI",19975
"Trempealeau,WI",30899
"Vernon,WI",31060
"Vilas,WI",23763
"Walworth,WI",105380
"Washburn,WI",16911
"Washington,WI",137688
"Waukesha,WI",410434
"Waupaca,WI",51488
"Waushara,WI",24999
"Winnebago,WI",170718
"Wood,WI",73993
"Albany,WY",38031
"Big Horn,WY",11855
"Campbell,WY",47058
"Carbon,WY",14542
"Converse,WY",13786
"Crook,WY",7448
"Fremont,WY",39472
"Goshen,WY",12562
"Hot Springs,WY",4588
"Johnson,WY",8730
"Laramie,WY",100723
"Lincoln,WY",20660
"Natrona,WY",79601
"Niobrara,WY",2380
"Park,WY",30518
"Platte,WY",8645
"Sheridan,WY",32096
"Sublette,WY",8763
"Sweetwater,WY",41345
"Teton,WY",23287
"Uinta,WY",20712
"Washakie,WY",7719
"Weston,WY",6860
